titoloFile,dataReport,hrefFile,titoloPagina,url
Abruzzo,20200922,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Abruzzo_20200922.pdf,"Monitoraggio settimanale Covid-19, report 14-20 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5077
Basilicata,20200922,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Basilicata_20200922.pdf,"Monitoraggio settimanale Covid-19, report 14-20 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5077
Calabria,20200922,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Calabria_20200922.pdf,"Monitoraggio settimanale Covid-19, report 14-20 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5077
Campania,20200922,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Campania_20200922.pdf,"Monitoraggio settimanale Covid-19, report 14-20 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5077
Emilia Romagna,20200922,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Emilia-Romagna_20200922.pdf,"Monitoraggio settimanale Covid-19, report 14-20 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5077
Friuli Venezia Giulia,20200922,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Friuli-Venezia_Giulia_20200922.pdf,"Monitoraggio settimanale Covid-19, report 14-20 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5077
Lazio,20200922,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Lazio_20200922.pdf,"Monitoraggio settimanale Covid-19, report 14-20 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5077
Liguria,20200922,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Liguria_20200922.pdf,"Monitoraggio settimanale Covid-19, report 14-20 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5077
Lombardia,20200922,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Lombardia_20200922.pdf,"Monitoraggio settimanale Covid-19, report 14-20 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5077
Marche,20200922,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Marche_20200922.pdf,"Monitoraggio settimanale Covid-19, report 14-20 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5077
Molise,20200922,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Molise_20200922.pdf,"Monitoraggio settimanale Covid-19, report 14-20 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5077
PA Bolzano,20200922,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_PA_Bolzano_20200922.pdf,"Monitoraggio settimanale Covid-19, report 14-20 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5077
PA Trento,20200922,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_PA_Trento_20200922.pdf,"Monitoraggio settimanale Covid-19, report 14-20 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5077
Piemonte,20200922,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Piemonte_20200922.pdf,"Monitoraggio settimanale Covid-19, report 14-20 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5077
Puglia,20200922,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Puglia_20200922.pdf,"Monitoraggio settimanale Covid-19, report 14-20 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5077
Sardegna,20200922,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Sardegna_20200922.pdf,"Monitoraggio settimanale Covid-19, report 14-20 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5077
Sicilia,20200922,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Sicilia_20200922.pdf,"Monitoraggio settimanale Covid-19, report 14-20 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5077
Toscana,20200922,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Toscana_20200922.pdf,"Monitoraggio settimanale Covid-19, report 14-20 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5077
Umbria,20200922,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Umbria_20200922.pdf,"Monitoraggio settimanale Covid-19, report 14-20 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5077
Valle D'Aosta,20200922,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_ValledAosta_20200922.pdf,"Monitoraggio settimanale Covid-19, report 14-20 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5077
Veneto,20200922,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Veneto_20200922.pdf,"Monitoraggio settimanale Covid-19, report 14-20 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5077
Abruzzo,20200929,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Abruzzo_20200929.pdf,"Monitoraggio settimanale Covid-19, report 21-27 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5093
Basilicata,20200929,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Basilicata_20200929.pdf,"Monitoraggio settimanale Covid-19, report 21-27 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5093
Calabria,20200929,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Calabria_20200929.pdf,"Monitoraggio settimanale Covid-19, report 21-27 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5093
Campania,20200929,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Campania_20200929.pdf,"Monitoraggio settimanale Covid-19, report 21-27 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5093
Emilia Romagna,20200929,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Emilia-Romagna_20200929.pdf,"Monitoraggio settimanale Covid-19, report 21-27 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5093
Friuli Venezia Giulia,20200929,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Friuli-Venezia_Giulia_20200929.pdf,"Monitoraggio settimanale Covid-19, report 21-27 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5093
Lazio,20200929,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Lazio_20200929.pdf,"Monitoraggio settimanale Covid-19, report 21-27 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5093
Liguria,20200929,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Liguria_20200929.pdf,"Monitoraggio settimanale Covid-19, report 21-27 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5093
Lombardia,20200929,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Lombardia_20200929.pdf,"Monitoraggio settimanale Covid-19, report 21-27 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5093
Marche,20200929,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Marche_20200929.pdf,"Monitoraggio settimanale Covid-19, report 21-27 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5093
Molise,20200929,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Molise_20200929.pdf,"Monitoraggio settimanale Covid-19, report 21-27 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5093
PA Bolzano,20200929,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_PA_Bolzano_20200929.pdf,"Monitoraggio settimanale Covid-19, report 21-27 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5093
PA Trento,20200929,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_PA_Trento_20200929.pdf,"Monitoraggio settimanale Covid-19, report 21-27 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5093
Piemonte,20200929,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Piemonte_20200929.pdf,"Monitoraggio settimanale Covid-19, report 21-27 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5093
Puglia,20200929,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Puglia_20200929.pdf,"Monitoraggio settimanale Covid-19, report 21-27 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5093
Sardegna,20200929,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Sardegna_20200929.pdf,"Monitoraggio settimanale Covid-19, report 21-27 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5093
Sicilia,20200929,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Sicilia_20200929.pdf,"Monitoraggio settimanale Covid-19, report 21-27 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5093
Toscana,20200929,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Toscana_20200929.pdf,"Monitoraggio settimanale Covid-19, report 21-27 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5093
Umbria,20200929,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Umbria_20200929.pdf,"Monitoraggio settimanale Covid-19, report 21-27 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5093
Valle D'Aosta,20200929,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_ValledAosta_20200929.pdf,"Monitoraggio settimanale Covid-19, report 21-27 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5093
Veneto,20200929,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Veneto_20200929.pdf,"Monitoraggio settimanale Covid-19, report 21-27 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5093
Abruzzo,20201006,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Abruzzo_20201006.pdf,"Monitoraggio settimanale Covid-19, report 28 settembre 4 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5112
Basilicata,20201006,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Basilicata_20201006.pdf,"Monitoraggio settimanale Covid-19, report 28 settembre 4 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5112
Calabria,20201006,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Calabria_20201006.pdf,"Monitoraggio settimanale Covid-19, report 28 settembre 4 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5112
Campania,20201006,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Campania_20201006.pdf,"Monitoraggio settimanale Covid-19, report 28 settembre 4 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5112
Emilia Romagna,20201006,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Emilia-Romagna_20201006.pdf,"Monitoraggio settimanale Covid-19, report 28 settembre 4 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5112
Friuli Venezia Giulia,20201006,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Friuli-Venezia Giulia_20201006.pdf,"Monitoraggio settimanale Covid-19, report 28 settembre 4 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5112
Lazio,20201006,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Lazio_20201006.pdf,"Monitoraggio settimanale Covid-19, report 28 settembre 4 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5112
Liguria,20201006,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Liguria_20201006.pdf,"Monitoraggio settimanale Covid-19, report 28 settembre 4 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5112
Lombardia,20201006,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Lombardia_20201006.pdf,"Monitoraggio settimanale Covid-19, report 28 settembre 4 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5112
Marche,20201006,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Marche_20201006.pdf,"Monitoraggio settimanale Covid-19, report 28 settembre 4 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5112
Molise,20201006,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Molise_20201006.pdf,"Monitoraggio settimanale Covid-19, report 28 settembre 4 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5112
PA Bolzano,20201006,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_PA_Bolzano_20201006.pdf,"Monitoraggio settimanale Covid-19, report 28 settembre 4 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5112
PA Trento,20201006,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_PA_Trento_20201006.pdf,"Monitoraggio settimanale Covid-19, report 28 settembre 4 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5112
Piemonte,20201006,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Piemonte_20201006.pdf,"Monitoraggio settimanale Covid-19, report 28 settembre 4 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5112
Puglia,20201006,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Puglia_20201006.pdf,"Monitoraggio settimanale Covid-19, report 28 settembre 4 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5112
Sardegna,20201006,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Sardegna_20201006.pdf,"Monitoraggio settimanale Covid-19, report 28 settembre 4 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5112
Sicilia,20201006,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Sicilia_20201006.pdf,"Monitoraggio settimanale Covid-19, report 28 settembre 4 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5112
Toscana,20201006,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Toscana_20201006.pdf,"Monitoraggio settimanale Covid-19, report 28 settembre 4 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5112
Umbria,20201006,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Umbria_20201006.pdf,"Monitoraggio settimanale Covid-19, report 28 settembre 4 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5112
Valle D'Aosta,20201006,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_ValledAosta_20201006.pdf,"Monitoraggio settimanale Covid-19, report 28 settembre 4 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5112
Veneto,20201006,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Veneto_20201006.pdf,"Monitoraggio settimanale Covid-19, report 28 settembre 4 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5112
Abruzzo,20201013,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Abruzzo_20201013.pdf,"Monitoraggio settimanale Covid-19, report 5-11 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5125
Basilicata,20201013,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Basilicata_20201013.pdf,"Monitoraggio settimanale Covid-19, report 5-11 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5125
Calabria,20201013,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Calabria_20201013.pdf,"Monitoraggio settimanale Covid-19, report 5-11 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5125
Campania,20201013,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Campania_20201013.pdf,"Monitoraggio settimanale Covid-19, report 5-11 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5125
Emilia Romagna,20201013,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Emilia-Romagna_20201013.pdf,"Monitoraggio settimanale Covid-19, report 5-11 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5125
Friuli Venezia Giulia,20201013,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Friuli-Venezia-Giulia_20201013.pdf,"Monitoraggio settimanale Covid-19, report 5-11 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5125
Lazio,20201013,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Lazio_20201013.pdf,"Monitoraggio settimanale Covid-19, report 5-11 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5125
Liguria,20201013,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Liguria_20201013.pdf,"Monitoraggio settimanale Covid-19, report 5-11 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5125
Lombardia,20201013,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Lombardia_20201013.pdf,"Monitoraggio settimanale Covid-19, report 5-11 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5125
Marche,20201013,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Marche_20201013.pdf,"Monitoraggio settimanale Covid-19, report 5-11 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5125
Molise,20201013,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Molise_20201013.pdf,"Monitoraggio settimanale Covid-19, report 5-11 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5125
PA Bolzano,20201013,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_PA_Bolzano_20201013.pdf,"Monitoraggio settimanale Covid-19, report 5-11 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5125
PA Trento,20201013,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_PA_Trento_20201013.pdf,"Monitoraggio settimanale Covid-19, report 5-11 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5125
Piemonte,20201013,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Piemonte_20201013.pdf,"Monitoraggio settimanale Covid-19, report 5-11 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5125
Puglia,20201013,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Puglia_20201013.pdf,"Monitoraggio settimanale Covid-19, report 5-11 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5125
Sardegna,20201013,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Sardegna_20201013.pdf,"Monitoraggio settimanale Covid-19, report 5-11 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5125
Sicilia,20201013,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Sicilia_20201013.pdf,"Monitoraggio settimanale Covid-19, report 5-11 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5125
Toscana,20201013,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Toscana_20201013.pdf,"Monitoraggio settimanale Covid-19, report 5-11 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5125
Umbria,20201013,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Umbria_20201013.pdf,"Monitoraggio settimanale Covid-19, report 5-11 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5125
Valle D'Aosta,20201013,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_ValledAosta_20201013.pdf,"Monitoraggio settimanale Covid-19, report 5-11 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5125
Veneto,20201013,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Veneto_20201013.pdf,"Monitoraggio settimanale Covid-19, report 5-11 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5125
Abruzzo,20201020,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Abruzzo_20201020.pdf,"Monitoraggio settimanale Covid-19, report 12-18 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5137
Basilicata,20201020,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Basilicata_20201020.pdf,"Monitoraggio settimanale Covid-19, report 12-18 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5137
Calabria,20201020,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Calabria_20201020.pdf,"Monitoraggio settimanale Covid-19, report 12-18 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5137
Campania,20201020,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Campania_20201020.pdf,"Monitoraggio settimanale Covid-19, report 12-18 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5137
Emilia Romagna,20201020,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Emilia-Romagna_20201020.pdf,"Monitoraggio settimanale Covid-19, report 12-18 ottobre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5137
